Timestamp,ID,InputPower,OutputPower,Failure
1624457562,Ampli3,-16.7,0.8,0
1624457566,Ampli3,-16.7,0.8,0
1624457569,Ampli3,-16.7,0.8,0
1624457572,Ampli3,-16.7,0.8,0
1624457575,Ampli3,-16.7,0.8,0
1624457578,Ampli3,-16.7,0.8,0
1624457582,Ampli3,-16.7,0.8,0
1624457585,Ampli3,-16.7,0.8,0
1624457588,Ampli3,-16.7,0.8,0
1624457591,Ampli3,-16.7,0.8,0
1624457594,Ampli3,-16.7,0.8,0
1624457598,Ampli3,-16.7,0.8,0
1624457601,Ampli3,-16.7,0.8,0
1624457604,Ampli3,-16.7,0.8,0
1624457607,Ampli3,-16.7,0.8,0
1624457611,Ampli3,-16.7,0.8,0
1624457614,Ampli3,-16.7,0.8,0
1624457617,Ampli3,-16.7,0.8,0
1624457620,Ampli3,-16.7,0.8,0
1624457623,Ampli3,-16.7,0.8,0
1624457627,Ampli3,-16.7,0.8,0
1624457630,Ampli3,-16.7,0.8,0
1624457633,Ampli3,-16.7,0.8,0
1624457636,Ampli3,-16.7,0.8,0
1624457639,Ampli3,-16.7,0.8,0
1624457643,Ampli3,-16.7,0.8,0
1624457646,Ampli3,-16.7,0.8,0
1624457649,Ampli3,-16.7,0.8,0
1624457652,Ampli3,-16.7,0.8,0
1624457655,Ampli3,-16.7,0.8,0
1624457659,Ampli3,-16.7,0.8,0
1624457662,Ampli3,-16.7,0.8,0
1624457665,Ampli3,-16.7,0.8,0
1624457668,Ampli3,-16.7,0.8,0
1624457672,Ampli3,-16.7,0.8,0
1624457675,Ampli3,-16.7,0.8,0
1624457678,Ampli3,-16.7,0.8,0
1624457681,Ampli3,-16.7,0.8,0
1624457684,Ampli3,-16.7,0.8,0
1624457688,Ampli3,-16.7,0.8,0
1624457691,Ampli3,-16.7,0.8,0
1624457694,Ampli3,-16.7,0.8,0
1624457697,Ampli3,-16.7,0.8,0
1624457700,Ampli3,-16.7,0.8,0
1624457704,Ampli3,-16.7,0.8,0
1624457707,Ampli3,-16.7,0.8,0
1624457710,Ampli3,-16.7,0.8,0
1624457713,Ampli3,-16.7,0.8,0
1624457717,Ampli3,-16.7,0.8,0
1624457720,Ampli3,-16.7,0.8,0
1624457723,Ampli3,-16.7,0.8,0
1624457726,Ampli3,-16.7,0.8,0
1624457729,Ampli3,-16.7,0.8,0
1624457733,Ampli3,-16.7,0.8,0
1624457736,Ampli3,-16.7,0.8,0
1624457739,Ampli3,-16.7,0.8,0
1624457742,Ampli3,-16.7,0.8,0
1624457745,Ampli3,-16.7,0.8,0
1624457749,Ampli3,-16.7,0.8,0
1624457752,Ampli3,-16.7,0.8,0
1624457755,Ampli3,-16.7,0.8,0
1624457758,Ampli3,-16.7,0.8,0
1624457762,Ampli3,-16.7,0.8,0
1624457765,Ampli3,-16.7,0.8,0
1624457768,Ampli3,-16.7,0.8,0
1624457771,Ampli3,-16.7,0.8,0
1624457774,Ampli3,-16.7,0.8,0
1624457778,Ampli3,-16.7,0.8,0
1624457781,Ampli3,-16.7,0.8,0
1624457784,Ampli3,-16.7,0.8,0
1624457787,Ampli3,-16.7,0.8,0
1624457790,Ampli3,-16.7,0.8,0
1624457794,Ampli3,-16.7,0.8,0
1624457797,Ampli3,-16.7,0.8,0
1624457800,Ampli3,-16.7,0.8,0
1624457803,Ampli3,-16.7,0.8,0
1624457807,Ampli3,-16.7,0.8,0
1624457810,Ampli3,-16.7,0.8,0
1624457813,Ampli3,-16.7,0.8,0
1624457816,Ampli3,-16.7,0.8,0
1624457819,Ampli3,-16.7,0.8,0
1624457823,Ampli3,-16.7,0.8,0
