Timestamp,ID,InputPower,OutputPower,Failure
1624457562,Ampli2,-15.5,0.4,0
1624457566,Ampli2,-15.5,0.4,0
1624457569,Ampli2,-15.5,0.4,0
1624457572,Ampli2,-15.5,0.4,0
1624457575,Ampli2,-15.5,0.4,0
1624457578,Ampli2,-15.5,0.4,0
1624457582,Ampli2,-15.5,0.4,0
1624457585,Ampli2,-15.5,0.4,0
1624457588,Ampli2,-15.5,0.4,0
1624457591,Ampli2,-15.5,0.4,0
1624457595,Ampli2,-15.5,0.4,0
1624457598,Ampli2,-15.5,0.4,0
1624457601,Ampli2,-15.5,0.4,0
1624457604,Ampli2,-15.5,0.4,0
1624457607,Ampli2,-15.5,0.4,0
1624457611,Ampli2,-15.5,0.4,0
1624457614,Ampli2,-15.5,0.4,0
1624457617,Ampli2,-15.5,0.4,0
1624457620,Ampli2,-15.5,0.4,0
1624457623,Ampli2,-15.5,0.4,0
1624457627,Ampli2,-15.5,0.4,0
1624457630,Ampli2,-15.5,0.4,0
1624457633,Ampli2,-15.5,0.4,0
1624457636,Ampli2,-15.5,0.4,0
1624457639,Ampli2,-15.5,0.4,0
1624457643,Ampli2,-15.5,0.4,0
1624457646,Ampli2,-15.5,0.4,0
1624457649,Ampli2,-15.5,0.4,0
1624457652,Ampli2,-15.5,0.4,0
1624457655,Ampli2,-15.5,0.4,0
1624457659,Ampli2,-15.5,0.4,0
1624457662,Ampli2,-15.5,0.4,0
1624457665,Ampli2,-15.5,0.4,0
1624457668,Ampli2,-15.5,0.4,0
1624457672,Ampli2,-15.5,0.4,0
1624457675,Ampli2,-15.5,0.4,0
1624457678,Ampli2,-15.5,0.4,0
1624457681,Ampli2,-15.5,0.4,0
1624457684,Ampli2,-15.5,0.4,0
1624457688,Ampli2,-15.5,0.4,0
1624457691,Ampli2,-15.5,0.4,0
1624457694,Ampli2,-15.5,0.4,0
1624457697,Ampli2,-15.5,0.4,0
1624457700,Ampli2,-15.5,0.4,0
1624457704,Ampli2,-15.5,0.4,0
1624457707,Ampli2,-15.5,0.4,0
1624457710,Ampli2,-15.5,0.4,0
1624457713,Ampli2,-15.5,0.4,0
1624457717,Ampli2,-15.5,0.4,0
1624457720,Ampli2,-15.5,0.4,0
1624457723,Ampli2,-15.5,0.4,0
1624457726,Ampli2,-15.5,0.4,0
1624457729,Ampli2,-15.5,0.4,0
1624457733,Ampli2,-15.5,0.4,0
1624457736,Ampli2,-15.5,0.4,0
1624457739,Ampli2,-15.5,0.4,0
1624457742,Ampli2,-15.5,0.4,0
1624457746,Ampli2,-15.5,0.4,0
1624457749,Ampli2,-15.5,0.4,0
1624457752,Ampli2,-15.5,0.4,0
1624457755,Ampli2,-15.5,0.4,0
1624457758,Ampli2,-15.5,0.4,0
1624457762,Ampli2,-15.5,0.4,0
1624457765,Ampli2,-15.5,0.4,0
1624457768,Ampli2,-15.5,0.4,0
1624457771,Ampli2,-15.5,0.4,0
1624457774,Ampli2,-15.5,0.4,0
1624457778,Ampli2,-15.5,0.4,0
1624457781,Ampli2,-15.5,0.4,0
1624457784,Ampli2,-15.5,0.4,0
1624457787,Ampli2,-15.5,0.4,0
1624457791,Ampli2,-15.5,0.4,0
1624457794,Ampli2,-15.5,0.4,0
1624457797,Ampli2,-15.5,0.4,0
1624457800,Ampli2,-15.5,0.4,0
1624457803,Ampli2,-15.5,0.4,0
1624457807,Ampli2,-15.5,0.4,0
1624457810,Ampli2,-15.5,0.4,0
1624457813,Ampli2,-15.5,0.4,0
1624457816,Ampli2,-15.5,0.4,0
1624457820,Ampli2,-15.5,0.4,0
1624457823,Ampli2,-15.5,0.4,0
1624457826,Ampli2,-15.5,0.4,0
1624457829,Ampli2,-15.5,0.4,0
1624457832,Ampli2,-15.5,0.4,0
1624457836,Ampli2,-15.5,0.4,0
1624457839,Ampli2,-15.5,0.4,0
1624457842,Ampli2,-15.5,0.4,0
1624457845,Ampli2,-15.5,0.4,0
1624457849,Ampli2,-15.5,0.4,0
1624457852,Ampli2,-15.5,0.4,0
1624457855,Ampli2,-15.5,0.4,0
1624457858,Ampli2,-15.5,0.4,0
1624457861,Ampli2,-15.5,0.4,0
1624457865,Ampli2,-15.5,0.4,0
1624457868,Ampli2,-15.5,0.4,0
1624457871,Ampli2,-15.5,0.4,0
1624457874,Ampli2,-15.5,0.4,0
1624457877,Ampli2,-15.5,0.4,0
1624457881,Ampli2,-15.5,0.4,0
1624457884,Ampli2,-15.5,0.4,0
1624457887,Ampli2,-15.5,0.4,0
1624457890,Ampli2,-15.5,0.4,0
1624457894,Ampli2,-15.5,0.4,0
1624457897,Ampli2,-15.5,0.4,0
1624457900,Ampli2,-15.5,0.4,0
1624457903,Ampli2,-15.5,0.4,0
1624457906,Ampli2,-15.5,0.4,0
1624457910,Ampli2,-15.5,0.4,0
1624457913,Ampli2,-15.5,0.4,0
1624457916,Ampli2,-15.5,0.4,0
1624457919,Ampli2,-15.5,0.4,0
1624457922,Ampli2,-15.5,0.4,0
1624457926,Ampli2,-15.5,0.4,0
1624457929,Ampli2,-15.5,0.4,0
1624457932,Ampli2,-15.5,0.4,0
1624457935,Ampli2,-15.5,0.4,0
1624457938,Ampli2,-15.5,0.4,0
1624457942,Ampli2,-15.5,0.4,0
1624457945,Ampli2,-15.5,0.4,0
1624457948,Ampli2,-15.5,0.4,0
1624457951,Ampli2,-15.5,0.4,0
1624457955,Ampli2,-15.5,0.4,0
1624457958,Ampli2,-15.5,0.4,0
1624457961,Ampli2,-15.5,0.4,0
1624457964,Ampli2,-15.5,0.4,0
1624457967,Ampli2,-15.5,0.4,0
1624457971,Ampli2,-15.5,0.4,0
1624457974,Ampli2,-15.5,0.4,0
1624457977,Ampli2,-15.5,0.4,0
1624457980,Ampli2,-15.5,0.4,0
1624457983,Ampli2,-15.5,0.4,0
1624457987,Ampli2,-15.5,0.4,0
1624457990,Ampli2,-15.5,0.4,0
1624457993,Ampli2,-15.5,0.4,0
1624457996,Ampli2,-15.5,0.4,0
1624458000,Ampli2,-15.5,0.4,0
1624458003,Ampli2,-15.5,0.4,0
1624458006,Ampli2,-15.5,0.4,0
1624458009,Ampli2,-15.5,0.4,0
1624458012,Ampli2,-15.5,0.4,0
1624458016,Ampli2,-15.5,0.4,0
1624458019,Ampli2,-15.5,0.4,0
1624458022,Ampli2,-15.5,0.4,0
1624458025,Ampli2,-15.5,0.4,0
1624458029,Ampli2,-15.5,0.4,0
1624458032,Ampli2,-15.5,0.4,0
1624458035,Ampli2,-15.5,0.4,0
1624458038,Ampli2,-15.5,0.4,0
1624458041,Ampli2,-15.5,0.4,0
1624458045,Ampli2,-15.5,0.4,0
1624458048,Ampli2,-15.5,0.4,0
1624458051,Ampli2,-15.5,0.4,0
1624458054,Ampli2,-15.5,0.4,0
1624458057,Ampli2,-15.5,0.4,0
1624458061,Ampli2,-15.5,0.4,0
1624458064,Ampli2,-15.5,0.4,0
1624458067,Ampli2,-15.5,0.4,0
1624458070,Ampli2,-15.5,0.4,0
1624458074,Ampli2,-15.5,0.4,0
1624458077,Ampli2,-15.5,0.4,0
1624458080,Ampli2,-15.5,0.4,0
1624458083,Ampli2,-15.5,0.4,0
1624458086,Ampli2,-15.5,0.4,0
1624458090,Ampli2,-15.5,0.4,0
