BER,OSNR,InputPower,Failures,CURE_Cluster,CURE_Label
0.0018386884107313,29.465273145820124,-5.466907178744227,0,5,0
0.0021040081303584,28.586487806743257,-4.793160619159912,0,5,0
0.0017952244267637,29.30515201177656,-4.8740129870819535,0,5,0
0.0022361508276609,29.988501424300004,-5.053244026831235,0,5,0
0.0019443516914895,29.75649212138692,-5.50198543639303,0,5,0
0.001732985847933,30.0867863501572,-4.774436890678081,0,5,0
0.0016723316374201,29.94276948974496,-4.873740528776724,0,5,0
0.0018251897495164,29.71895415092605,-5.272683566734773,0,5,0
0.0019730013170801,29.203365134214224,-5.625792698765491,0,5,0
0.0019474444506807,29.702971332720647,-4.825555176864678,0,5,0
0.0018501751700554,30.334834882410416,-5.455433219762108,0,5,0
0.001603626998538,29.86535107876744,-5.22500081134704,0,5,0
0.0019380365461305,29.32356460115576,-4.8518363538626,0,5,0
0.0017922653132785,28.564198794587487,-5.373990584343357,0,5,0
0.0017370563362539,29.10179777466944,-5.660319473916912,0,5,0
0.0018278257921136,29.6317244088466,-5.671149285298212,0,5,0
0.0020090501375768,29.38653177673959,-5.133493157407218,0,5,0
0.0018968210056121,29.643030481785267,-5.398633308628361,0,5,0
0.0019293924964502,29.31871120590408,-4.934430372326712,0,5,0
0.0019299034935027,28.42039400234271,-5.213034094807688,0,5,0
0.0021288024444926,28.946784116827324,-5.358712887854364,0,5,0
0.0017982330435841,28.94827506985155,-4.997198723548936,0,5,0
0.0018622646993332,28.042849161053446,-5.371442476446186,0,5,0
0.0020000894123497,29.595591025985875,-5.131455335048604,0,5,0
0.0020269544812134,28.904903718089617,-5.278700883237552,0,5,0
0.0019026022572571,29.57925671780153,-5.26910600032209,0,5,0
0.0017829402346079,29.807210810133068,-5.047901012680564,0,5,0
0.0019273140127434,29.90298696954092,-5.1815692455828914,0,5,0
0.0018330302499348,29.55642971108996,-5.30682026168784,0,5,0
0.001862211271012,29.925287841228847,-5.439409380975127,0,5,0
0.0019772057944417,29.17738805573777,-5.280100657601399,0,5,0
0.0015582590755189,28.502814271009143,-5.239693470631198,0,5,0
0.0019955805109431,29.76882391963085,-5.45086541600573,0,5,0
0.00205529812428,29.58358254827688,-4.939652352273884,0,5,0
0.0018840372251992,29.200328774372988,-5.253402563732787,0,5,0
0.0019091146275898,29.512113257126032,-5.141837764086362,0,5,0
0.0017930098562946,30.22542457032963,-5.258342158959925,0,5,0
0.0020069706438942,29.972179721429235,-5.442080817911221,0,5,0
0.00194684728384,28.3030027529618,-5.224889062051528,0,5,0
0.0018239315491754,29.598798292781648,-5.174152723100812,0,5,0
0.0018030148835427,28.780645642141828,-4.865912722945865,0,5,0
0.0016785213972468,29.235952091960744,-5.2885857844185535,0,5,0
0.0019700405302284,29.36221854962076,-5.030698260250073,0,5,0
0.0017303510121677,28.665835947701456,-5.211883005285573,0,5,0
0.001862137599515,29.83729362112583,-4.846123962881942,0,5,0
0.0019225943494784,29.232445574971106,-5.258497391739068,0,5,0
0.0018965263069425,30.00735718476528,-5.2467994911013065,0,5,0
0.001847360696637,28.4197480528588,-5.084539595587875,0,5,0
0.0016260647469813,28.9194656756028,-5.2148417202296224,0,5,0
0.0019232156315513,29.589695475977123,-5.290019453503612,0,5,0
0.0019174109924764,29.578571166245368,-4.963971336709266,0,5,0
0.0019940456992102,27.39905560925132,-5.125738788098251,0,5,0
0.0020657758705933,29.010580887464563,-5.1425964196462415,0,5,0
0.0016549558974904,29.86791018553044,-5.204180904297473,0,5,0
0.0016782427944811,29.00902671473745,-4.750306610357449,0,5,0
0.0018602043286365,29.345830038508296,-5.177474807827696,0,5,0
0.0016826182391373,29.53622143538095,-5.29686681055437,0,5,0
0.0019366922688359,29.253836911899644,-5.753787347360045,0,5,0
0.0017532383866309,29.521799430253303,-5.471462855738024,0,5,0
0.0018564538912419,29.605208584260644,-5.359780921675565,0,5,0
0.0017974860872959,30.05749239254672,-5.321210201005391,0,5,0
0.001767048587178,29.91335150594533,-5.477366432767183,0,5,0
0.0018984555885283,30.10242948866864,-5.384820815695563,0,5,0
0.0021428235044917,28.68748095895792,-5.54139153962225,0,5,0
0.0016632231852174,28.630139256003368,-5.343617965242036,0,5,0
0.0017625305985954,29.84081164244668,-5.295836414753756,0,5,0
0.0018579968292066,29.75708892629053,-5.761703667276757,0,5,0
0.0017547947853222,29.296276187752746,-4.991456482006078,0,5,0
0.0017315040873542,29.54279299284306,-5.3628132967129565,0,5,0
0.0019195212170732,28.44552339282229,-5.101354467850206,0,5,0
0.0017615268127518,30.16281305290774,-5.773700630998523,0,5,0
0.0019728796534616,28.851531372157467,-5.215571713144612,0,5,0
0.0019794300548251,29.89930561887361,-5.782303269632333,0,5,0
0.001755294826554,27.951646132608595,-5.641487867979404,0,5,0
0.0019386212323147,29.22343825749248,-5.387673667482658,0,5,0
0.0020302668631731,29.377456361272102,-5.163704524066684,0,5,0
0.0020313196831193,29.792243714647896,-5.628099251105142,0,5,0
0.0018891840190963,30.218650861163013,-5.209759200287376,0,5,0
0.0019709242740194,29.535280157267383,-5.137771702156481,0,5,0
0.0016632583912005,29.56531675322677,-5.55734397876496,0,5,0
0.0018938749005933,29.69057520495421,-5.546226943785597,0,5,0
0.0018129382394859,29.23205004242078,-5.006435492464108,0,5,0
0.0017616530008679,29.498326894465247,-5.321822742834067,0,5,0
0.001921511425006,30.458844341385703,-5.031556262976736,0,5,0
0.0017728767419802,28.065237495338085,-5.490587891792496,0,5,0
0.0018139427159004,29.465333045376955,-5.39885031764614,0,5,0
0.0019099354081695,28.96845532955423,-5.119148155390744,0,5,0
0.0018594239879767,28.96449210901717,-5.4416414679160265,0,5,0
0.0016165559126398,30.060910354119745,-5.09077254244757,0,5,0
0.0016873158777043,29.55085294163934,-5.108679051116363,0,5,0
0.0017793896539511,30.231839447487584,-5.255059283208781,0,5,0
0.0019255036769327,28.937357297453485,-4.91487276409836,0,5,0
0.0019292013916457,29.40386200089385,-4.854593098413203,0,5,0
0.00177396505545,28.86133013709568,-5.206808088257832,0,5,0
0.0017052102300052,28.489649716845328,-5.023227353589556,0,5,0
0.0018307933704423,28.96374608680989,-5.113985491124599,0,5,0
0.0019939638065885,29.64227624297737,-5.344264567083617,0,5,0
0.0017827535456461,29.54213343044781,-5.179409120304442,0,5,0
0.0016720389306246,29.2191585078839,-5.294553116315288,0,5,0
0.0020073957683747,28.903773539326885,-5.281939827610056,0,5,0
0.0018765440026481,29.50457447874882,-5.3835012817589085,0,5,0
0.0019069050859943,28.61108500112128,-5.7088466356183964,0,5,0
0.0018092390569174,29.48582514110024,-4.909863942983734,0,5,0
0.0017566484676439,28.308648786278507,-5.172039817434466,0,5,0
0.0017808971295647,28.201565086962784,-5.050665466299365,0,5,0
0.0019757505293902,29.23397616504932,-5.263694763163551,0,5,0
0.0020524815563957,28.49897960339674,-5.0680537074625125,0,5,0
0.0018202721667264,28.56879703116028,-5.149341606930017,0,5,0
0.0019420671238357,29.277034623114623,-5.341383034170142,0,5,0
0.0022004216654722,28.803206802503063,-4.946200972395232,0,5,0
0.0017201735259368,28.240460115796743,-4.8767864090696165,0,5,0
0.0019357854359469,28.38418599377928,-4.95705164687093,0,5,0
0.001587348469931,28.925497390074188,-5.192626330462672,0,5,0
0.0017788105603608,30.30880037164195,-5.310312253584923,0,5,0
0.0017844031841149,29.062620273376144,-5.2020057562851925,0,5,0
0.0020182678073084,29.26033773364076,-5.120616625150073,0,5,0
0.0018354303749367,28.29197296671035,-5.448619698348256,0,5,0
0.0019045903784757,29.341126978771623,-5.222088534191263,0,5,0
0.0019286139599077,29.195280599791463,-5.352864626980606,0,5,0
0.001911844895905,28.21576575384079,-4.715683569481636,0,5,0
0.0020992945713958,29.17208660251196,-5.315475228170175,0,5,0
0.0019074235442477,30.709837116590315,-5.6086268480634525,0,5,0
0.0019501419732442,29.92634797482856,-5.108176040398765,0,5,0
0.0019780029630446,29.493387045901745,-5.489242452624731,0,5,0
0.001576156907376,29.567504290555306,-4.840877485272514,0,5,0
0.0018135159003333,28.78731392297218,-4.882535282030696,0,5,0
0.0021221593286123,29.275223291387377,-5.292417095024321,0,5,0
0.0020017760179385,28.60896361076188,-5.201173942774468,0,5,0
0.0019519243413422,29.226446565302886,-4.869169828942047,0,5,0
0.0017935340274298,27.901789019495137,-5.155954148045628,0,5,0
0.0016910301996426,28.612807709998595,-4.97411102208012,0,5,0
0.0019191911781127,29.579953408900607,-5.404662106260808,0,5,0
0.0019037902116092,29.83408953471969,-5.192100669429763,0,5,0
0.0018202779526016,28.349366726990468,-5.479934975223939,0,5,0
0.0017378391697487,29.74239217896435,-5.334707212679809,0,5,0
0.0018366764208113,29.65074847122564,-5.584978626567437,0,5,0
0.0019692041162098,30.051855733690164,-5.348775337596259,0,5,0
0.0017322320063764,29.21658591133052,-5.5739459798649005,0,5,0
0.0020057053091695,29.303672554956314,-5.067353842898894,0,5,0
0.001862421161011,29.013939612672527,-5.502263086523159,0,5,0
0.0019873878136159,29.09508325349384,-5.067964714128868,0,5,0
0.0019224144199905,29.12140862841055,-5.3010613298521685,0,5,0
0.0018160352416757,29.978081173124355,-5.680478531339925,0,5,0
0.0017759455882563,28.89081468972956,-5.225839665595941,0,5,0
0.001885682601651,28.71678745047341,-5.603228385412503,0,5,0
0.0016530858067472,29.392444296006808,-5.495290194637732,0,5,0
0.0020546358775414,29.3608272934534,-5.3866877598296,0,5,0
0.0017380512112672,29.32187507738269,-5.168188490443248,0,5,0
0.0017608552024322,28.913373922003537,-4.904012808645739,0,5,0
0.0017617244087237,29.41389353946968,-5.51437610365222,0,5,0
0.0018259408535511,28.71199615962461,-5.306256195644294,0,5,0
0.0021553020165749,29.140549219804296,-5.533700412462398,0,5,0
0.0019065469374129,29.97280696889245,-5.445124093748488,0,5,0
0.0018949391988402,28.56325551123756,-5.178098746614388,0,5,0
0.0018034385070525,30.054424911515,-5.0698316608135325,0,5,0
0.0018592814025402,28.777749727503977,-5.302254274084213,0,5,0
0.0020877582524175,30.88893569041045,-5.09688849724971,0,5,0
0.0019133623634241,28.90264978046805,-4.81742708766568,0,5,0
0.001920863587624,29.00603566830984,-5.392785347327504,0,5,0
0.0017571906511177,29.033921467819432,-5.049183998278245,0,5,0
0.0018819317213641,29.285490935289285,-5.664582862123243,0,5,0
0.0019023063359024,29.34767529718516,-5.254419328533843,0,5,0
0.0018937200148351,29.5461702686382,-5.604535196768486,0,5,0
0.001804797331437,28.223866495146687,-4.9267146587335935,0,5,0
0.0015872519099221,29.771599806373416,-4.826319277627785,0,5,0
0.0018657948367705,29.571907780106503,-5.362056202439945,0,5,0
0.0019473934332901,29.134491310188768,-5.077669602254265,0,5,0
0.0020389300280979,29.331819108399884,-5.068107850950089,0,5,0
0.0017557565595223,30.09237756066652,-5.4314427926364335,0,5,0
0.0019591438849121,28.992585841625537,-4.994919524360126,0,5,0
0.0018803377575001,29.82987931852688,-4.683626576949001,0,5,0
0.0018957739087208,28.56915311061876,-5.137313805714974,0,5,0
0.002036871647964,29.60211052476691,-5.037937316457297,0,5,0
0.0018084747426712,28.78092395709748,-5.234667908942119,0,5,0
0.0017922839214133,28.468582146706023,-5.289372541674701,0,5,0
0.0018761950183884,29.36974259545078,-5.260756617985583,0,5,0
0.0018485229250659,28.23674553492208,-5.136308271600936,0,5,0
0.0018823531029139,29.196046332677696,-5.351256282169218,0,5,0
0.0021320832456861,28.839075429071528,-5.01977355361671,0,5,0
0.0020852526357116,29.698951759588308,-5.095746267793053,0,5,0
0.0019572665504574,29.334866421748888,-5.514225129393624,0,5,0
0.0018490016755913,29.73420832223251,-5.2900127948648725,0,5,0
0.0017551753582691,29.536645606372367,-4.973596659878137,0,5,0
0.0019500797377216,29.673202868919887,-4.87226616142864,0,5,0
0.001975838538836,29.41304260213081,-5.1461144964506085,0,5,0
0.001801144465528,29.51914437094364,-4.851607986925202,0,5,0
0.0018416690326302,29.17849522508273,-5.200689243838419,0,5,0
0.0018801160487656,29.454943841291108,-5.266134370989301,0,5,0
0.001963581894797,29.63154637044208,-5.270059241649713,0,5,0
0.0017751744001229,29.908079575486926,-5.197582258059282,0,5,0
0.0015761684720053,29.38523274951916,-5.1032811775419455,0,5,0
0.001687791497169,27.920551265167244,-5.409053753919888,0,5,0
0.0019278093177305,28.45154292485161,-5.841363325374946,0,5,0
0.0018362153885909,29.259698297396685,-5.286996720892924,0,5,0
0.0019941089005984,29.34896295133957,-4.965854820444785,0,5,0
0.0018987878001928,29.261921897985854,-5.277756308640318,0,5,0
0.0019772714419389,28.64258214873962,-5.584859421779552,0,5,0
0.0019742307895312,29.24398453352197,-5.35755189220253,0,5,0
0.0017400563935809,29.71335821135008,-5.221347740109983,0,5,0
0.001817230761116,28.899501205342474,-5.078471228538722,0,5,0
0.0018685755597316,29.674388569792967,-5.510411786907638,0,5,0
0.0019058390825585,28.8529567649328,-4.883512685088596,0,5,0
0.0018095770720961,29.566317149610978,-5.336543369315852,0,5,0
0.0016968633954563,28.91949628065572,-5.208404414492488,0,5,0
0.0017398975944572,29.18883720247546,-5.520337159672294,0,5,0
0.001911323933301,29.15237456041142,-5.564820284671873,0,5,0
